,Unnamed: 0,id,user_name,user_location,user_description,user_created,user_followers,date,text,favorites,retweets,is_retweet,category
546,546,1351224277052366853,aafp,"Leawood, KS","The American Academy of Family Physicians represents 136,700 family physicians, family medicine residents, and medical students.",2008-04-23 20:20:22,47911,2021-01-18 17:45:46,"RT @drmikesevilla: Sooo excited to receive 2nd shot this week. Received first shot on Christmas Eve, and what an Xmas present!

#ThisIsOurS…",0,5,True,Positive
547,547,1351223239578677260,mitchelfriedman,"Lincroft, NJ",Philosopher and sedation dentist,2009-02-13 03:12:58,971,2021-01-18 17:41:39,"#njdavax
#covidvaccine2020
#mocdsvax
#covid19vaccine
#pfizer
#vaccine
#igottheshot
#vaccinator
#vaccinationteam 2nd… https://t.co/mKI5PjsgmI",0,0,False,Positive
548,548,1351222184467980290,kidsconsidered,,Two pediatricians discuss child health topics in non-medical language to optimize children’s health & help parents understand current policies.,2018-07-12 21:21:17,252,2021-01-18 17:37:27,"RT @UCDavisHealth: ""#IVaccinateBecause: I want everyone to be safe and protected from #COVID19, this is the beginning of the end of the pan…",0,4,True,Positive
549,549,1351216172281323522,KP_KernCounty,Kern County,"Kaiser Permanente Kern County was established in 1988. With 8 medical offices in Kern County, we serve over 100,000 members.",2011-05-18 17:30:08,2123,2021-01-18 17:13:34,"Veronica Villasenor, LVN I – Spinal Surgery, Outpt Services. 
“I decided to get the #COVID19 vaccine to protect mys… https://t.co/cUBxiYjyEn",0,0,False,Positive
550,550,1351214158226857985,OAFPFoundation,Ohio,Our mission is to to cultivate student career choice in the specialty of family medicine.,2014-06-13 17:44:56,284,2021-01-18 17:05:34,"RT @drmikesevilla: Sooo excited to receive 2nd shot this week. Received first shot on Christmas Eve, and what an Xmas present!

#ThisIsOurS…",0,5,True,Positive
551,551,1351213923903676419,Immunize_USA,"Houston, TX","We are unapologetic advocates of immunization.  Protect yourself, protect your family.  Immunize.  Prevent what's preventable.",2008-11-16 21:16:23,2160,2021-01-18 17:04:38,"Hat tip and arm stick for Maureen Moore, a former TIP staff member who exercised her right to bare arms and got her… https://t.co/bXDvLHsMtu",1,1,True,Positive
552,552,1351210325115363329,tgonzalezteran,"Miami, Fl",,2014-10-14 21:35:38,137,2021-01-18 16:50:20,#igottheshot #COVID19Vaccination got it for my health and the health of my loved ones 💉💖 #StayHealthy #StaySafe https://t.co/fmzNwfWzPv,0,0,False,Positive
553,553,1351199013815595008,bsarchiesr,"Niagara Falls, NY",Peace - Love - Tolerance of that which we do not understand!,2018-04-22 12:22:20,124,2021-01-18 16:05:23,"#IGotTheShot 

Second booster today. Minimal reaction from the first. Personal choices, this is me doing my part✌🏿… https://t.co/N26cd98xMj",4,0,False,Positive
554,554,1351190415270162435,sayre_dorell,"Olympia, WA",Georgia - Vote Ossoff/Warnock on January 5th! #DemCastWA #DemCastGA🐝🌾🌎🌊🌊🌊,2012-11-27 12:21:27,946,2021-01-18 15:31:13,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
555,555,1351189926306578440,NDgradmom,"Woodinville, WA",nasty woman; community college educator; love Irish lit and Italian wine; lifelong Democrat; #GoIrish #GoHawks,2009-03-12 02:28:32,441,2021-01-18 15:29:16,"RT @WADeptHealth: 200,000 vaccinations &amp; counting for Washington’s healthcare workers! Thank you for working tirelessly to keep our state s…",0,44,True,Positive
556,556,1351189890902405121,sayre_dorell,"Olympia, WA",Georgia - Vote Ossoff/Warnock on January 5th! #DemCastWA #DemCastGA🐝🌾🌎🌊🌊🌊,2012-11-27 12:21:27,946,2021-01-18 15:29:08,"RT @WADeptHealth: 200,000 vaccinations &amp; counting for Washington’s healthcare workers! Thank you for working tirelessly to keep our state s…",0,44,True,Positive
557,557,1351189104759857155,SuzanneArtMusic,"Illinois, USA",CONCERT PIANIST /  ARTIST / OPERA AND BALLET LOVER / CONSERVATIVE / VEGETARIAN / NO KILL ANIMAL LOVER,2011-07-21 16:40:48,1881,2021-01-18 15:26:01,RT @FawnHoganMD: Second vaccination? 🦠💉✅  #LevelUp #ready #igottheshot #COVID19  😷💕👍🏻 https://t.co/sdhyJNqdyi,0,5,True,Positive
558,558,1351186480337743874,ushahmd,"Houston, TX (and well beyond)","Husband, father, thinker, advocate -believes in people, their health, and a really bright tomorrow. Big fan of sports, smiles, rickshaws. Tweets are yes my own.",2013-11-23 04:46:15,5419,2021-01-18 15:15:35,"RT @WADeptHealth: 200,000 vaccinations &amp; counting for Washington’s healthcare workers! Thank you for working tirelessly to keep our state s…",0,44,True,Positive
559,559,1351185317378871298,ushahmd,"Houston, TX (and well beyond)","Husband, father, thinker, advocate -believes in people, their health, and a really bright tomorrow. Big fan of sports, smiles, rickshaws. Tweets are yes my own.",2013-11-23 04:46:15,5419,2021-01-18 15:10:58,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
560,560,1351184416945680389,AndrethSaelind,"Edmonds, WA","She/Her | Come for the D&D, stay for the rants about mental health and corgi pics! | Grave Cleric for hire! | Header by @EMGiosia | #neurodiversesquad",2010-04-11 17:28:17,1319,2021-01-18 15:07:23,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
561,561,1351182584051593220,northshoremed,North Shore of Massachusetts,"Official twitter feed of North Shore Medical Center, the North Shore’s largest healthcare provider and a member of Mass General Brigham",2012-04-06 14:52:39,1927,2021-01-18 15:00:06,"Michele Hnath, R.N., NSMC Clinical Leader in the ICU has now received both doses of the COVID-19 vaccine. She made… https://t.co/g1sKymsrfq",6,2,True,Positive
562,562,1351176819827990532,JohnAll99026380,"Tampa, FL","HIV+ Gay, 30 year survivor.  Work for AHT in Tampa as a courier, and as a CSR for Handy in Riverview.",2015-07-29 01:40:14,322,2021-01-18 14:37:12,#igottheshot #LifeatAdventHealth I got my 2nd Covid-19 Vaccine today.,1,0,False,Positive
563,563,1351174883921846280,KansasAAP,Kansas,"The Kansas Chapter, American Academy of Pediatrics exists to provide a strong voice on behalf of all children living in Kansas.",2011-05-09 15:57:07,823,2021-01-18 14:29:30,"RT @KansasAAP: 🎉Congratulations to KAAP's Immediate Past President Dr. Lisa Gilmer for receiving the second #CovidVaccine!  (Also,  ❤️  the…",0,2,True,Positive
564,564,1351174056469520385,MsBunny17,DTW ✈️ DFW,Solo Wanderlust/Avid runner that also dabbles in nursing 5️⃣x #marathoner in 4 states,2009-04-21 03:04:34,393,2021-01-18 14:26:13,"ROUND 2

#IGOTTHESHOT https://t.co/DZv1OaAYh9",1,0,False,Positive
565,565,1351063251627474952,belladonna_wa,,"Registered Nurse, wife, mom to be, Penn State alum and fan of the Pittsburgh Steelers.",2013-08-23 21:31:19,114,2021-01-18 07:05:55,RT @Elaina_711: 6 days after dose 2 of the #COVID19 vaccine and feeling as great as a 21 week pregnant resident doctor with a toddler can f…,0,5,True,Positive
566,566,1351052079180214273,ThisIsOurShot,United States,To elevate voices of healthcare heroes to build vaccine-trust towards a covid-free world. #ThisIsOurShot,2020-12-24 20:41:17,594,2021-01-18 06:21:31,RT @Elaina_711: 6 days after dose 2 of the #COVID19 vaccine and feeling as great as a 21 week pregnant resident doctor with a toddler can f…,0,5,True,Positive
567,567,1351043836047466498,Glassofwatergem,"Seattle, WA","Devoted to healthcare, writing, social justice, beadwork & my cats. Languages-Doric of NE Scotland, Cockney Rhyming Slang & East End Cockney - of London, UK.",2018-03-02 05:19:10,259,2021-01-18 05:48:46,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
568,568,1350991043727155200,debconstien,"Sun Prairie, WI",@IFAA @AiArthritis #RA @Savvy #Advocacy #RAwarrior #LiveYesConnectFacilitator @ArthritisFoundation @WREN @CreakyJoints #AdvocateforArthritis,2010-06-08 20:56:35,1112,2021-01-18 02:18:59,"RT @alhkim: The last moments before I did my part to help safely reopen businesses, society, and bring families back together. #CovidVaccin…",0,10,True,Positive
569,569,1350989143074082818,embrungardt,,,2014-03-14 03:55:53,27,2021-01-18 02:11:26,RT @Elaina_711: 6 days after dose 2 of the #COVID19 vaccine and feeling as great as a 21 week pregnant resident doctor with a toddler can f…,0,5,True,Positive
570,570,1350988076898803715,SacExtraLife,,"Extra Life Sacramento is powered by dedicated and passionate gamers who raise funds and awareness for their local CMN Hospital, UC Davis Children's Hospital",2020-12-18 16:13:23,43,2021-01-18 02:07:12,"RT @UCDavisHealth: ""#IVaccinateBecause: I want everyone to be safe and protected from #COVID19, this is the beginning of the end of the pan…",0,4,True,Positive
571,571,1350985693657522176,SteveTVNews,"Seattle, WA",📺 Anchor/Reporter @komonews | Traveler | Coffee & dessert lover | @CityofKent native | Proud @murrowcollege alum #GoCougs | Story ideas? smccarron@komotv.com,2012-02-05 21:53:09,6875,2021-01-18 01:57:44,"RT @WaHealthSec: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in heal…",0,1,True,Positive
572,572,1350985477021704194,WaHealthSec,"Olympia, Washington","Washington Secretary of Health
Appointed by Gov. Jay Inslee, Dec 2020.",2013-07-17 21:33:57,1531,2021-01-18 01:56:52,"More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work… https://t.co/cIouzwaQ1Q",0,1,True,Positive
573,573,1350978597331357696,AlexMMTri,"California, USA","@KPSanBernardino Family&Sports Med #AAFP #CAFP #CMA #ACSM #ExerciseIsMedicine #LifestyleMed #POCUS #SDoH husband, dad, former pro triathlete, tweets=opinion",2009-08-15 20:25:23,4795,2021-01-18 01:29:32,"RT @drmikesevilla: Sooo excited to receive 2nd shot this week. Received first shot on Christmas Eve, and what an Xmas present!

#ThisIsOurS…",0,5,True,Positive
574,574,1350977989698330626,drmikesevilla,"Salem, Ohio",Family Physician | Primary Care Advocate | Physician Social Media Pioneer | Works at https://t.co/OJWgNHVvGj | Formerly @DoctorAnonymous,2007-05-30 01:21:05,27907,2021-01-18 01:27:07,"Sooo excited to receive 2nd shot this week. Received first shot on Christmas Eve, and what an Xmas present!… https://t.co/FULOG21mE6",41,5,True,Positive
575,575,1350977108105900034,DrHussainL,"Dallas, TX","Primary care doctor @UTSWNews, health justice advocate, @DrsforAmerica Rx Affordability, #ThisIsOurShot for a covid-free world, Alum @DukeU @JohnsHopkinsSPH",2013-12-31 05:10:48,532,2021-01-18 01:23:37,"RT @BrennaFarmerMD: Ten + days since my 2nd 🦠💉 Feeling great and got a HIIT workout in while dodging dinosaurs, alpha-bots, and other toys.…",0,6,True,Positive
576,576,1350975368807784448,RecastMulan,,"生命誠可貴，愛情價更高。若為自由故，兩者皆可拋。

Give me liberty, or give me death
-- Patrick Henry",2012-09-18 05:51:10,23,2021-01-18 01:16:42,"RT @WADeptHealth: 200,000 vaccinations &amp; counting for Washington’s healthcare workers! Thank you for working tirelessly to keep our state s…",0,44,True,Positive
577,577,1350968973039448070,ANONYMOUSE_CAT,,,2012-07-12 03:05:43,144,2021-01-18 00:51:17,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
578,578,1350960660776153089,ZulaQi,,"The object of life is not to be on the side of the majority, but to escape finding oneself in the ranks of the insane. (Marcus Aurelius)",2009-03-19 08:39:56,3999,2021-01-18 00:18:15,"RT @sloan_kettering: If you’ve been vaccinated against #COVID19, you might think you no longer need to wear a mask or practice social dista…",0,19,True,Positive
579,579,1350955418890219528,Elaina_711,"Duluth, MN","Lover of Duluth, MN, traveling, cats, being outside, books, and coffee. Attempting to balance these with being a family medicine resident and mom. she/her",2010-08-10 03:44:52,279,2021-01-17 23:57:26,6 days after dose 2 of the #COVID19 vaccine and feeling as great as a 21 week pregnant resident doctor with a toddl… https://t.co/fm6PrDGk2d,59,5,True,Positive
580,580,1350953729692983299,JRsagittarius,,,2017-02-18 10:03:37,708,2021-01-17 23:50:43,"RT @UCDavisHealth: ""#IVaccinateBecause: I want everyone to be safe and protected from #COVID19, this is the beginning of the end of the pan…",0,4,True,Positive
581,581,1350949920434511874,DBlumbergPedsID,Sacramento,"Pediatric Infectious Diseases @UCDavisChildren, Immunization Educator, @KidsConsidered podcaster, opinions are my own",2014-04-01 00:02:50,410,2021-01-17 23:35:35,"RT @UCDavisHealth: ""#IVaccinateBecause: I want everyone to be safe and protected from #COVID19, this is the beginning of the end of the pan…",0,4,True,Positive
582,582,1350948542370689027,UCDavisHealth,"Sacramento, CA","Sacramento's only academic health center, including top-notch hospital and clinics, @UCDavisMedCntr,  and @UCDavisMed and @UCDavis_Nursing schools.",2009-06-22 20:00:04,11280,2021-01-17 23:30:06,"""#IVaccinateBecause: I want everyone to be safe and protected from #COVID19, this is the beginning of the end of th… https://t.co/0G5NNO3fXp",18,4,True,Positive
583,583,1350945749488578567,TacomaTalks,Tacoma Washington ,"Daily events, news & information for Tacoma Washington - All about what's going down in T-Town~",2014-09-10 17:15:07,971,2021-01-17 23:19:00,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
584,584,1350940539303186434,Nakhasi_MD,"Los Angeles, CA","Doc in Compton | Policy Adviser. LA County Dept of Health Services, 2nd largest public system in US. Hopkins MD | Harvard MPP.",2009-03-11 06:04:06,2094,2021-01-17 22:58:18,"RT @BrennaFarmerMD: Ten + days since my 2nd 🦠💉 Feeling great and got a HIIT workout in while dodging dinosaurs, alpha-bots, and other toys.…",0,6,True,Positive
585,585,1350940437478060034,Nakhasi_MD,"Los Angeles, CA","Doc in Compton | Policy Adviser. LA County Dept of Health Services, 2nd largest public system in US. Hopkins MD | Harvard MPP.",2009-03-11 06:04:06,2094,2021-01-17 22:57:54,"RT @JeremyP_MD: 5 days since #IGotTheShot dose 2. Sore arm, muscle aches and mild fatigue the next day. No symptoms since that day. Soon my…",0,5,True,Positive
586,586,1350938858771390467,fayeguenther,"Seattle, Washington ",UFCW 21 President. Organizer. Mom.,2009-06-03 19:01:20,384,2021-01-17 22:51:37,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
587,587,1350930825022418950,CityofSammamish,"Sammamish, WA","Official Twitter of the City of Sammamish, a municipal government in King County, WA. Account not monitored 24/7.",2011-02-15 19:03:29,4168,2021-01-17 22:19:42,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
588,588,1350929014043648002,LCPHSS,"Chehalis, Washington",Protecting the health and well-being of our community. All comments are subject to WA public records laws and will be archived.,2018-10-04 00:06:58,259,2021-01-17 22:12:30,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
589,589,1350923133801271296,wsnanursejudy,,,2013-02-22 20:23:42,487,2021-01-17 21:49:08,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
590,590,1350917889285476352,HealthGuide,Seattle,Michael McCarthy: Editor LocalHealthGuide an online health news website that focuses on local health news in the Seattle area,2008-09-04 22:18:48,1157,2021-01-17 21:28:18,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
591,591,1350916733486329856,ThisIsOurShot,United States,To elevate voices of healthcare heroes to build vaccine-trust towards a covid-free world. #ThisIsOurShot,2020-12-24 20:41:17,594,2021-01-17 21:23:42,"RT @JeremyP_MD: 5 days since #IGotTheShot dose 2. Sore arm, muscle aches and mild fatigue the next day. No symptoms since that day. Soon my…",0,5,True,Positive
592,592,1350916636950241281,ThisIsOurShot,United States,To elevate voices of healthcare heroes to build vaccine-trust towards a covid-free world. #ThisIsOurShot,2020-12-24 20:41:17,594,2021-01-17 21:23:19,"RT @BrennaFarmerMD: Ten + days since my 2nd 🦠💉 Feeling great and got a HIIT workout in while dodging dinosaurs, alpha-bots, and other toys.…",0,6,True,Positive
593,593,1350903229727428608,tobyjt,United States,Seattle. Gay. #TaxTheRich,2008-09-03 23:51:43,348,2021-01-17 20:30:03,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
594,594,1350902762934976513,RaviKundurthi,smart city#56,supports farmers.,2009-09-28 16:44:52,836,2021-01-17 20:28:11,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
595,595,1350899662518054912,Madiselx,,"RN. BSN. CCRN. OCN. He/Him.

 Joyful warrior but not the one.
Ain't my job to deprogram the Q Cucks Klan white supremacists, so save the unity bullsh!t.",2020-07-23 19:54:58,152,2021-01-17 20:15:52,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
596,596,1350898470895276034,myCHPW,"Seattle, WA","We’re more than a health plan: we’re Washington’s health plan. Built by your neighbors, with clinics in your local community.",2012-10-09 16:01:49,1820,2021-01-17 20:11:08,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
597,597,1350897813236961281,heids_short,,Mother. Wife. Lover of numbers. Member of @Pandata19,2015-01-19 19:30:53,106,2021-01-17 20:08:31,Absolutely! #idonotconsent #unmaskourkids https://t.co/oiVPxe3kkP,1,0,False,Positive
598,598,1350897480506900480,ckt0429,"Seattle, WA",Happier than I have ever been my entire life. 🦋,2009-07-16 04:32:44,186,2021-01-17 20:07:12,"RT @WADeptHealth: More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work in hea…",0,16,True,Positive
599,599,1350896896232083461,WADeptHealth,"Olympia, WA","Check COVID-19 information online at https://t.co/2MNxQjdaSX. Wash your hands, stay home when you are sick; and cover your mouth when you cough or sneeze",2009-07-23 18:26:30,46469,2021-01-17 20:04:53,"More than 200,000 Washington healthcare workers have rolled up their sleeves to get the COVID vaccine. If you work… https://t.co/FocUbhEpQ8",35,16,True,Positive
600,600,1350894076334399489,KGreenMD,Tennessee,Frontline Emergency Physician. Opinions are my own. Tweets are not medical advice. #BlackLivesMatter #WearAMask #MasksWork #VaccinesWork,2018-03-25 12:22:31,2610,2021-01-17 19:53:40,"I got vaccinated to protect my patients, my coworkers, husband, my family, my friends and myself. Vaccines work. Bu… https://t.co/lltM6tFF8o",6,0,False,Positive
601,601,1350888839821230080,lizamartijapdx,,im a hermit & a grandma squished into one,2014-01-09 01:11:40,414,2021-01-17 19:32:52,and that’s a wrap for todayyy #IGotTheShot,1,0,False,Positive
602,602,1350882417788153856,JudgePride,"Salt Lake City, Utah","Welcome to the Official Twitter Account for Judge Memorial Catholic High School, a diverse, Catholic, college preparatory school founded in 1921",2009-04-16 15:00:56,1937,2021-01-17 19:07:21,Judge faculty and counselors receive their hard-earned reward ❤️💛 #IMVaccinated #IGotTheShot #judgepride https://t.co/Vt1teQanqu,9,0,False,Positive
603,603,1350875168361619458,SusanLopezMD,"Chicago, IL",#Latina Hospitalist on the frontlines of #COVID19. #PublicVoiceFellow. #DiversityInMedicine. #RepresentationMatters,2019-06-28 03:37:59,605,2021-01-17 18:38:32,"RT @IMPACT4HC: #Vaccines are here, but the new B117 variant is too. We must still mask, distance, and get vaccinated when offered to save l…",0,9,True,Positive
604,604,1350874257841074176,jeffreylinder,"Chicago, IL","General internist, health services and clinical researcher | Health, education, infrastructure, opportunity for all Americans | Bicycles | Opinions, own",2009-08-04 21:27:07,2042,2021-01-17 18:34:55,"RT @IMPACT4HC: #Vaccines are here, but the new B117 variant is too. We must still mask, distance, and get vaccinated when offered to save l…",0,9,True,Positive
605,605,1350872974795046917,thefeelsEM,"Seattle, WA",EM trained @ Cook County Chicago. Critical Care Fellow at UW in Seattle. Exploring communication & education in EM and Crit Care! #thefeelsEM she/her/hers,2010-06-05 01:55:51,309,2021-01-17 18:29:49,RT @HaamidtheMD: Thx to @ChicagoTribune for publishing our letter. Tier 1a/1b overlap is necessary to advance health equity especially for…,0,21,True,Positive
606,606,1350872662180995072,ELIZABE48099289,WA state,"Retired RN, born in Alaska.  enjoy reading esp action/crime.  I am an Independent, but usually vote Democrat.  am stuck in the '70s-'80s golden oldie music.",2020-10-10 14:58:05,9,2021-01-17 18:28:35,"RT @WADeptHealth: 200,000 vaccinations &amp; counting for Washington’s healthcare workers! Thank you for working tirelessly to keep our state s…",0,44,True,Positive
607,607,1350871806240935936,DeniseScorsone,"Palm Springs, CA","I love my family and spending time with friends. I’m a Heartie,  love Hallmark and baseball ⚾️",2019-05-05 18:43:04,162,2021-01-17 18:25:11,"RT @BrennaFarmerMD: Ten + days since my 2nd 🦠💉 Feeling great and got a HIIT workout in while dodging dinosaurs, alpha-bots, and other toys.…",0,6,True,Positive
608,608,1350866152520613890,anamarialopezmd,"Philadelphia, PA","Professor & Vice Chair Medical Oncology, @KimmelCancerCtr, Sidney Kimmel Medical College @JeffersonUniversity Oncologist and health advocate. Tweets are my own.",2013-12-03 22:35:41,1441,2021-01-17 18:02:43,"RT @yejnes: I'm not one for selfies, so you'll have to take my word for it. #igottheshot #igotmyshot

I thank @RIHospital for reaching out…",0,2,True,Positive
609,609,1350865609039335425,ReneeMichelleH,"Washington state, USA",Mama. Wife. Daughter. Public servant.,2009-04-14 14:13:30,53,2021-01-17 18:00:33,"RT @WADeptHealth: 200,000 vaccinations &amp; counting for Washington’s healthcare workers! Thank you for working tirelessly to keep our state s…",0,44,True,Positive
610,610,1350864825627373576,AmeetRKini,"Illinois, USA","Professor of Pathology @LoyolaPathology, Director of Hematopathology, Assoc. Director, Molecular Pathology. Advocate for students. #hemepath #COVIDtesting 🔬🔭",2016-02-26 22:44:18,7229,2021-01-17 17:57:26,"RT @IMPACT4HC: #Vaccines are here, but the new B117 variant is too. We must still mask, distance, and get vaccinated when offered to save l…",0,9,True,Positive
611,611,1350862387876950019,DrRam95,Chicago,"Physician, educator, advocate @DrsForAmerica @CCPProgam @UChiPritzker #Chicago sports fan #healthequity & opportunity for all. #Resist RTs don't=endorsement",2009-05-05 06:11:16,1001,2021-01-17 17:47:45,"RT @IMPACT4HC: #Vaccines are here, but the new B117 variant is too. We must still mask, distance, and get vaccinated when offered to save l…",0,9,True,Positive
612,612,1350860142238179330,BrennaFarmerMD,,"Med Safety, Patient Safety, Emergency Medicine, Toxicology, tweets are my own not Medical advice; retweets not endorsements",2014-07-09 10:13:38,2493,2021-01-17 17:38:50,"Ten + days since my 2nd 🦠💉 Feeling great and got a HIIT workout in while dodging dinosaurs, alpha-bots, and other t… https://t.co/NRjs1UdsdD",54,6,True,Positive
613,613,1350858511278895111,LJoyZ_MD,Chicago,"PCP/Lifestyle Medicine; Medical Director, Rush Univ Prevention Center; Co-Founder/CMO, @IMPACT4hc ; @RushMedical @ACLifeMed @ACPinternists #IMProud",2010-01-27 00:46:04,711,2021-01-17 17:32:21,"RT @IMPACT4HC: #Vaccines are here, but the new B117 variant is too. We must still mask, distance, and get vaccinated when offered to save l…",0,9,True,Positive
614,614,1350857670744449025,MirthfulMeg,"Seattle, WA","I am not a poet. The platypus is. I'm the writer, the geek, the dry wit, and a knowledge sponge. Forget dots... I want to connect more.",2009-10-01 02:05:39,1084,2021-01-17 17:29:01,"RT @WADeptHealth: 200,000 vaccinations &amp; counting for Washington’s healthcare workers! Thank you for working tirelessly to keep our state s…",0,44,True,Positive
615,615,1350856621933686788,FutureDocs,Chicago,"Tenured Professor/Hospitalist @uchicago improve care & learning in teaching hospitals. Advocate @IMPACT4HC @costsofcare, @jhospmedicine #JHMChat. Tweets own.",2008-12-30 14:54:44,37709,2021-01-17 17:24:51,"RT @IMPACT4HC: #Vaccines are here, but the new B117 variant is too. We must still mask, distance, and get vaccinated when offered to save l…",0,9,True,Positive
616,616,1350856081543720962,MatterMagBot,,Hi. I'm a bot for Matter Magazine: Because science matters.,2018-07-23 22:13:06,97,2021-01-17 17:22:42,"RT @KarrinkaS: #IGotTheShot! Thank you @nyulangone @HealthNYGov @NYGovCuomo #TeamCuomo and #Science. #GotMyShot to keep us all safe, and to…",0,1,True,Positive
617,617,1350855607822262279,KarrinkaS,"New York, USA","Freedom lies in being bold. Austrian, New Yorkian. Aspiring Vulcan. Fixer. Juggling people & ops. INTJ. Mountains, bodies of water, books. Accidental cat lady.",2016-11-24 18:40:45,20,2021-01-17 17:20:49,#IGotTheShot! Thank you @nyulangone @HealthNYGov @NYGovCuomo #TeamCuomo and #Science. #GotMyShot to keep us all saf… https://t.co/46CldlRC4J,0,1,True,Positive
618,618,1350854618985721856,MDaware,"Chicago, IL","don’t bang on pots, get your shots | emergency doc @NorthwesternEM | Digital Media Editor @JAMANetworkOpen | opinions ≠ my employers' or med advice",2011-06-01 15:32:52,46651,2021-01-17 17:16:53,"RT @IMPACT4HC: #Vaccines are here, but the new B117 variant is too. We must still mask, distance, and get vaccinated when offered to save l…",0,9,True,Positive
619,619,1350854496012931072,ShikhaJainMD,"Chicago, IL",Chair @WIMSummit| COO @IMPACT4hc| @UIHealth|@WomenInOnc | @Medscape Rising ⭐️ | @modrnhealthcr Top25 Emerging Leader #OncologyOverdrive | @fox32news | #TwinMom,2016-11-06 05:40:20,8607,2021-01-17 17:16:24,"RT @IMPACT4HC: #Vaccines are here, but the new B117 variant is too. We must still mask, distance, and get vaccinated when offered to save l…",0,9,True,Positive
620,620,1350852903356010498,MS_Martinez_MD,"Chicago, IL",Hospitalist @UChicagoMed | Clinical Guidelines Synopsis podcaster @JAMA_current | Webcaster @IMPACT4HC | Mobility researcher | Mom to Wellington the Dachshund,2020-11-18 16:41:40,499,2021-01-17 17:10:04,"RT @IMPACT4HC: #Vaccines are here, but the new B117 variant is too. We must still mask, distance, and get vaccinated when offered to save l…",0,9,True,Positive
621,621,1350851548503543811,CDellaBiancia,"New York, USA","Medical Physics Associate Attending, Memorial Sloan Kettering Cancer Center",2020-07-18 18:22:47,96,2021-01-17 17:04:41,"RT @sloan_kettering: If you’ve been vaccinated against #COVID19, you might think you no longer need to wear a mask or practice social dista…",0,19,True,Positive
622,622,1350850940149108737,IMPACT4HC,"Chicago, IL",Illinois Medical Professionals Action Collaborative Team (IMPACT): advocacy group fighting #COVID19  #6FtApartAndMasked #whitecoatsforblacklives #IMPACTfulchats,2020-03-30 15:22:22,1012,2021-01-17 17:02:16,"#Vaccines are here, but the new B117 variant is too. We must still mask, distance, and get vaccinated when offered… https://t.co/M3yv5717UQ",21,9,True,Positive
623,623,1350837454354350082,fayeguenther,"Seattle, Washington ",UFCW 21 President. Organizer. Mom.,2009-06-03 19:01:20,384,2021-01-17 16:08:41,"RT @WADeptHealth: 200,000 vaccinations &amp; counting for Washington’s healthcare workers! Thank you for working tirelessly to keep our state s…",0,44,True,Positive
624,624,1350835154961502208,amthepas,NYC 🗽,PA-S3 👩🏻‍⚕️ She/Her/Hers 💉 Ally 🏳️‍🌈✊🏽✊🏾✊🏿 #PAmedtwitter #GirlMedTwitter #MedTwitter,2020-05-12 07:02:26,260,2021-01-17 15:59:32,"Words can’t even describe how incredibly grateful I’m feeling. Thank you science!
#Covid19Vaccine #IGotTheShot https://t.co/wCMuClTuk2",8,0,False,Positive
625,625,1350834506442407939,Vbehrens,Canada,"Engineer interested in climate action change, LCHF, cybersecurity.",2009-07-06 13:59:22,76,2021-01-17 15:56:58,"RT @sloan_kettering: If you’ve been vaccinated against #COVID19, you might think you no longer need to wear a mask or practice social dista…",0,19,True,Positive
